anime_id,name,genre,type,episodes,rating,members
5027,Cardfight!! Vanguard: Legion Mate-hen,"Action, Adventure, Demons, Game, Shounen",TV,33,7.08,5900
5028,Donten ni Warau,"Action, Historical, Shoujo",TV,12,7.62,57649
5029,Okusama wa Moto Yariman,Hentai,OVA,2,6.83,3390
5030,New Prince of Tennis OVA vs. Genius10,"Action, Comedy, Shounen, Sports",OVA,10,7.72,6238
5031,Yugami-kun ni wa Tomodachi ga Inai,"Comedy, Romance, School, Slice of Life",ONA,2,5.86,858
5032,Chuunibyou demo Koi ga Shitai! Ren Lite,"Comedy, School",ONA,6,7.22,31544
5033,Kenzen Robo Daimidaler,"Comedy, Ecchi, Mecha, Seinen",TV,12,6.3,33059
5034,Fuuun Ishin Dai☆Shogun,"Action, Historical, Mecha",TV,12,5.82,15758
5035,Fella Pure: Mitarashi-san Chi no Jijou The Animation,Hentai,OVA,1,7.52,6648
5036,Majin Bone,Game,TV,52,6.84,6836
5037,Shingeki no Bahamut: Genesis,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",TV,12,7.77,143701
5038,Ushinawareta Mirai wo Motomete,"Drama, Romance, School, Sci-Fi",TV,12,6.83,47565
5039,Tesagure! Bukatsumono Encore,"Parody, School, Slice of Life",TV,12,7,2084
5040,Hanamonogatari,"Comedy, Mystery, Supernatural",TV,5,8.11,124886
5041,Mangaka-san to Assistant-san to The Animation,"Comedy, Ecchi, Harem, Seinen, Slice of Life",TV,12,7.37,108642
5042,Sword Art Online II,"Action, Adventure, Fantasy, Game, Romance",TV,24,7.35,537892
5043,Gintama: Yorinuki Gintama-san on Theater 2D,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,2,8.6,11104
5044,Chichiiro Toiki,Hentai,OVA,2,7.1,4124
5045,Mushishi Zoku Shou,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10,8.8,101351
5046,Ao Haru Ride,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,12,7.89,227417
5047,Ghost in the Shell: Nyuumon Arise,Comedy,TV,26,7.37,4636
5048,Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!,Hentai,OVA,1,6.77,1990
5049,Fairy Tail (2014),"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,102,8.25,255076
5050,"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.","Comedy, Romance, Seinen, Supernatural",OVA,1,6.95,12930
5051,Swing Out Sisters (2014),Hentai,OVA,1,7.61,5099
5052,Cosplay Rakuen,Hentai,OVA,1,5.96,1670
5053,Magi: Sinbad no Bouken,"Action, Adventure, Fantasy, Magic, Shounen",OVA,5,8.06,52351
5054,Hero Bank,"Game, Kids",TV,51,6.15,1946
5055,Soredemo Sekai wa Utsukushii,"Adventure, Fantasy, Romance, Shoujo",TV,12,7.8,99462
5056,Kyoukaisenjou no Horizon Specials,"Comedy, Fantasy, School",ONA,4,6.51,1967
5057,Witch Craft Works OVA,"Action, Fantasy, Seinen, Supernatural",OVA,1,6.89,13727
5058,PeroPero☆Teacher,Hentai,OVA,3,6.38,2478
5059,Inugami-san to Nekoyama-san,"Comedy, School, Shoujo Ai",TV,12,6.72,35872
5060,Ping Pong The Animation,"Psychological, Seinen, Sports",TV,11,8.67,97187
5061,Kuroshitsuji: Book of Circus,"Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,10,8.37,122895
5062,Amagi Brilliant Park,"Comedy, Magic",TV,13,7.68,217003
5063,Futsuu no Joshikousei ga [Locodol] Yattemita.,"Comedy, Seinen",TV,12,6.98,27417
5064,Akame ga Kill!,"Action, Adventure, Fantasy",TV,24,7.84,492133
5065,Pretty Rhythm: All Star Selection,"Music, Shoujo, Sports",TV,11,6.34,1145
5066,Momo Kyun Sword,"Comedy, Ecchi, Fantasy",TV,12,5.69,19246
5067,Yodaka no Hoshi,"Adventure, Kids",Movie,1,6.56,1082
5068,Free!: Eternal Summer,"Comedy, School, Slice of Life, Sports",TV,13,7.94,150596
5069,Selector Infected WIXOSS,"Game, Psychological",TV,12,7.41,80964
5070,Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,"Fantasy, Historical, Romance, Shoujo",OVA,1,5.97,2147
5071,Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Magic, Shounen, Supernatural",TV,12,8.42,267484
5072,Tokyo Ghoul,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,8.07,618056
5073,Pandra The Animation: Shiroki Yokubou Kuro no Kibou,"Demons, Fantasy, Hentai, Supernatural",OVA,2,6.96,2889
5074,Sanzoku no Musume Ronja,Adventure,TV,26,7.25,15236
5075,Wonder Momo,"Action, Game, Martial Arts, School",ONA,5,3.9,3218
5076,Acchi Kocchi,Dementia,Movie,1,7.59,3433
5077,Itadaki! Seieki♥,"Hentai, Supernatural",OVA,1,7.4,7685
5078,Break Blade,"Action, Fantasy, Mecha, Military, Shounen",TV,12,7.43,46601
5079,Initial D Final Stage,"Cars, Seinen, Sports",TV,4,8.29,19702
5080,Kiseijuu: Sei no Kakuritsu,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",TV,24,8.59,425457
5081,Yami Shibai 2nd Season,"Dementia, Horror, Supernatural",TV,13,6.54,17379
5082,Kyonyuu Kazoku Saimin,Hentai,OVA,1,6.77,2521
5083,Blade &amp; Soul,"Action, Adventure, Fantasy, Martial Arts",TV,13,6.25,72692
5084,Uchuu Kyoudai: Number Zero,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",Movie,1,7.22,2657
5085,Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,Hentai,OVA,4,6.29,2286
5086,Seiken Tsukai no World Break,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.16,97401
5087,Appleseed Alpha,"Action, Adventure, Mecha, Military, Police, Sci-Fi",Movie,1,7.22,8048
5088,Terra Formars,"Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,13,7.14,95964
5089,Terra Formars: Bugs 2-hen,"Action, Horror, Sci-Fi, Space",OVA,2,7.27,21616
5090,Lady Jewelpet,"Fantasy, Magic, Romance, Shoujo",TV,52,7.61,3085
5091,Aldnoah.Zero,"Action, Mecha, Sci-Fi",TV,12,7.66,244193
5092,Dragon Collection,"Fantasy, Shounen",TV,51,6.39,3229
5093,Oreca Battle,Game,TV,51,6.07,1632
5094,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,Comedy,OVA,1,6.86,13119
5095,Dragon Ball Kai (2014),"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,61,8.01,42666
5096,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,"Comedy, Romance, School, Shoujo Ai, Slice of Life",ONA,10,6.6,2291
5097,Barakamon,"Comedy, Slice of Life",TV,12,8.5,225927
5098,Yariman Fudousan,Hentai,OVA,2,5.92,1327
5099,Kindaichi Shounen no Jikenbo Returns,"Mystery, Shounen",TV,25,7.42,8128
5100,Aikatsu! Movie,"Music, School, Shoujo, Slice of Life",Movie,1,7.79,2813
5101,Abarenbou Rikishi!! Matsutarou,"Seinen, Sports",TV,23,6.2,5568
5102,Himegoto,"Comedy, School",TV,13,6.03,42129
5103,Kara no Kyoukai: Mirai Fukuin - Manner Movie,Drama,Movie,1,6.17,4260
5104,Rokujouma no Shinryakusha!? (TV),"Comedy, Harem, Romance, School, Supernatural",TV,12,7.33,76880
5105,Seirei Tsukai no Blade Dance,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.15,124448
5106,Love es M The Animation,Hentai,OVA,1,6.4,1585
5107,Francesca,"Comedy, Fantasy",TV,24,5.64,6487
5108,Date A Live: Encore OVA,"Romance, Slice of Life",OVA,1,8.01,48432
5109,Furueru Kuchibiru,Hentai,OVA,1,6.82,3285
5110,Bakumatsu Rock,"Action, Comedy, Historical, Music, Shoujo",TV,12,6.2,18680
5111,Tennen Koi-iro Alcohol,Hentai,OVA,2,6.84,2571
5112,Yukidoke,"Dementia, Horror",Movie,1,4.25,945
5113,Tenkai Knights,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",TV,52,6.82,1249
5114,Glasslip,"Romance, Slice of Life, Supernatural",TV,13,5.54,94108
5115,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.18,1332
5116,Kuraibito,Hentai,OVA,1,6.29,2187
5117,Jinsei,"Comedy, School, Slice of Life",TV,13,6.59,40413
5118,M3: Sono Kuroki Hagane,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",TV,24,6.72,38301
5119,PriPara,"Music, School, Shoujo, Slice of Life",TV,1,7.17,7680
5120,Shounen Hollywood: Holly Stage for 49,"Music, Shoujo, Slice of Life",TV,13,6.15,10776
5121,Hayate no Gotoku! OVA,"Comedy, Harem, Parody, Romance, Shounen",OVA,3,7.26,6001
5122,Mahou Shoujo wa Kiss Shite Kawaru,Hentai,OVA,1,5.09,1081
5123,Durarara!!x2 Shou,"Action, Mystery, Supernatural",TV,12,8.15,189407
5124,Sengoku Basara: Judge End,"Action, Historical, Martial Arts, Samurai, Super Power",TV,12,6.95,14568
5125,Sora no Method,"Drama, Fantasy, School, Slice of Life",TV,13,6.77,47900
5126,Kantoku Fuyuki Todoki,"Comedy, Josei, Slice of Life",TV,13,5.94,4037
5127,Yuru Yuri Nachuyachumi!,"Comedy, Shoujo Ai, Slice of Life",OVA,1,7.95,28339
5128,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,"Comedy, Romance, Seinen, Slice of Life",OVA,1,7.2,21717
5129,Meshimase Lodoss-tou Senki: Sorette Oishii no?,Comedy,TV,13,5.94,1187
5130,Shinmai Maou no Testament,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,12,7.11,172321
5131,Oshaburi Announcer,Hentai,OVA,1,6.84,1808
5132,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,"Action, Drama, Military, Sci-Fi, Space",Movie,1,7.93,5431
5133,Gugure! Kokkuri-san,"Comedy, Shounen, Supernatural",TV,12,7.69,87824
5134,Gundam: G no Reconguista,"Action, Mecha, Sci-Fi, Space",TV,26,5.86,16538
5135,Hello!! Kiniro Mosaic,"Comedy, School, Slice of Life",TV,12,7.63,33295
5136,Shigatsu wa Kimi no Uso,"Drama, Music, Romance, School, Shounen",TV,22,8.92,416397
5137,Saenai Heroine no Sodatekata,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.69,155795
5138,Psycho-Pass 2,"Action, Police, Psychological, Sci-Fi",TV,11,7.6,228435
5139,Zankyou no Terror,"Psychological, Thriller",TV,11,8.26,342893
5140,Poulette no Isu,"Comedy, Kids, Slice of Life",ONA,1,7.16,3675
5141,Gekkan Shoujo Nozaki-kun,"Comedy, Romance, School",TV,12,8.24,292622
5142,Lupin the IIIrd: Jigen Daisuke no Bohyou,"Action, Adventure, Comedy, Drama, Seinen",Movie,1,7.91,5939
5143,Shin Sei Yariman Gakuen Enkou Nikki The Animation,Hentai,OVA,1,6.62,2563
5144,Rail Wars!,"Action, Ecchi, Police",TV,12,6.47,85487
5145,Garo: Honoo no Kokuin,"Action, Demons, Fantasy, Magic, Supernatural",TV,24,7.51,64214
5146,Kuroshitsuji: Book of Murder,"Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural",OVA,2,8.41,67261
5147,"Suisei no Gargantia: Meguru Kouro, Haruka","Action, Adventure, Mecha, Sci-Fi",OVA,2,7.46,20151
5148,Log Horizon 2nd Season,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,25,7.66,215817
5149,Shirogane no Ishi: Argevollen,"Action, Mecha",TV,24,6.56,30770
5150,Space☆Dandy 2nd Season,"Comedy, Sci-Fi, Space",TV,13,8.27,60918
5151,DRAMAtical Murder,"Action, Psychological, Sci-Fi, Super Power",TV,12,6.32,80121
5152,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!,"Comedy, Magic",ONA,6,6.38,13068
5153,Minarai Diva,Music,TV,10,5.73,982
5154,D-Frag! OVA,"Comedy, Game, Seinen",OVA,1,7.47,28116
5155,Minami no Shima no Dera-chan,"Comedy, Slice of Life",Movie,1,6.55,7224
5156,Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,"Shounen, Supernatural",ONA,3,6.91,5949
5157,Re:␣Hamatora,"Comedy, Mystery, Super Power",TV,12,7.48,73903
5158,Mujaki no Rakuen,"Comedy, Ecchi, Romance, School, Seinen",OVA,3,6.09,12054
5159,Shin Strange+,"Comedy, Shoujo, Slice of Life",TV,12,6.39,9385
5160,Toki wa Meguru: Tokyo Station,Slice of Life,ONA,1,6.78,2862
5161,Love Stage!! OVA,"Comedy, Romance, Shounen Ai",OVA,1,7.74,23631
5162,Gakumon!: Ookami Shoujo wa Kujikenai,"Comedy, School, Shounen",ONA,3,6.75,1477
5163,Enbi,Hentai,OVA,2,6.27,1507
5164,Gudetama,"Comedy, Kids",TV,1,7.36,2348
5165,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,"Comedy, Slice of Life",TV,12,5.95,6220
5166,12-sai.,"Romance, School, Shoujo",OVA,8,6.59,6211
5167,The iDOLM@STER Cinderella Girls,"Comedy, Drama, Music",TV,13,7.2,33042
5168,Ninja Slayer From Animation,Action,ONA,26,6.56,26062
5169,Haiyore! Nyaruko-san W OVA,"Comedy, Ecchi, Parody",OVA,1,7.19,14585
5170,Non Non Biyori Repeat,"Comedy, School, Seinen, Slice of Life",TV,12,8.26,64230
5171,Renai Fuyou Gakuha The Animation,Hentai,OVA,1,6.85,2057
5172,Ookami Shoujo to Kuro Ouji,"Comedy, Romance, School, Shoujo",TV,12,7.47,145439
5173,Kara no Kyoukai: Manner Movies,"Action, Comedy",Movie,7,6.49,5367
5174,Toradora! OVA,"Comedy, Romance, School, Slice of Life",OVA,1,7.72,25154
5175,Rennyuu Tales The Animation,Hentai,OVA,1,6.62,1859
5176,Strike Witches: Operation Victory Arrow,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,3,7.49,11203
5177,Nanatsu no Taizai,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,24,8.42,331627
5178,Konna ni Yasashiku Sareta no,Hentai,OVA,3,5.74,1413
5179,Shingeki no Kyojin Movie 1: Guren no Yumiya,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1,7.7,31990
5180,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1,7.75,26958
5181,Hi☆sCoool! SeHa Girls,"Comedy, Game",TV,13,6.6,7440
5182,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Comedy,Movie,4,6.52,6946
5183,Moonrakers,"Drama, Sci-Fi, Space",ONA,1,5.73,1013
5184,Meisou! Underworld,"Action, Supernatural, Thriller",ONA,1,5.93,1456
5185,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Comedy, Drama, Romance, School",TV,13,8.31,222994
5186,Pokemon XY: Sora no Hahen,"Adventure, Fantasy, Kids",Movie,1,6.97,2360
5187,Puchimas!!: Petit Petit iDOLM@STER - Fuyu→Kotatsu←Haru,"Comedy, Music, Slice of Life",OVA,1,6.85,1246
5188,Majimoji Rurumo,"Comedy, Ecchi, Fantasy, Magic, School, Shounen",TV,12,6.94,38952
5189,Futari Ecchi (2014),"Comedy, Ecchi, Romance, Seinen, Slice of Life",OVA,3,6.41,3479
5190,Sarusuberi: Miss Hokusai,"Drama, Historical, Supernatural",Movie,1,7.28,7034
5191,Cardfight!! Vanguard Movie: Neon Messiah,"Action, Adventure, Demons, Game, Shounen",Movie,1,7.14,2336
5192,Lance N&#039; Masques,Fantasy,TV,12,5.73,31827
5193,Sei Shoujo The Animation,Hentai,OVA,1,6.81,2159
5194,Denki-gai no Honya-san,"Comedy, Seinen, Slice of Life",TV,12,7.28,61228
5195,Selector Spread WIXOSS,"Game, Psychological",TV,12,7.52,42918
5196,Persona 4 the Golden Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,12,6.75,39165
5197,Hashi no Mukou,"Historical, Horror, Supernatural",ONA,1,6.25,792
5198,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",TV,12,7.05,99133
5199,Nobunaga Concerto,"Historical, Romance, Shounen",TV,10,7.79,25167
5200,Ao Haru Ride OVA,"Romance, School, Shoujo, Slice of Life",OVA,2,7.76,46864
5201,Detective Conan: The Fugitive Kogorou Mouri,"Comedy, Mystery",ONA,1,7.02,2403
5202,Mushibugyou OVA,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power",OVA,3,7.2,3636
5203,Nozo x Kimi,"Comedy, Ecchi, Romance, School, Shounen",OVA,3,6.63,13526
5204,Orenchi no Furo Jijou,"Comedy, Fantasy, Shoujo",TV,13,7.15,47157
5205,Nisekoi OVA,"Comedy, Harem, Romance, School, Shounen",OVA,3,7.57,65287
5206,Hitsugi no Chaika: Avenging Battle,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,10,7.33,91049
5207,Hitsugi no Chaika OVA,"Action, Adventure, Comedy, Fantasy, Shounen",OVA,1,7.09,20605
5208,Paizuri Cheerleader vs. Sakunyuu Ouendan!,Hentai,OVA,1,6.72,2089
5209,Iinari! Saimin Kanojo,Hentai,OVA,2,6.41,2867
5210,Yowamushi Pedal: Grande Road,"Comedy, Drama, Shounen, Sports",TV,24,8.28,50778
5211,Love Colon,Hentai,OVA,2,6.51,1970
5212,Oyome-sama Honey Days♥,Hentai,OVA,2,6,1403
5213,Inazuma Eleven: Chou Jigen Dream Match,"Shounen, Sports, Super Power",Movie,1,6.97,2280
5214,Mokkai Shiyo?,Hentai,OVA,1,6.37,1453
5215,Spocon!,Hentai,OVA,2,6.93,2846
5216,World Trigger,"Action, School, Sci-Fi, Shounen, Supernatural",TV,73,7.75,106872
5217,Kuroko no Basket 3rd Season,"Comedy, School, Shounen, Sports",TV,25,8.62,184525
5218,Kekkai Sensen,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",TV,12,7.74,220573
5219,Kanojo ga Flag wo Oraretara OVA,"Comedy, Harem, Romance, School",OVA,1,6.8,10264
5220,Fetikano!,Hentai,OVA,1,6.53,2024
5221,Madan no Ou to Vanadis,"Adventure, Ecchi, Fantasy, Harem, Romance",TV,13,7.28,114612
5222,Hoozuki no Reitetsu OVA,"Comedy, Fantasy, Supernatural",OVA,3,7.93,6073
5223,Ane Log: Moyako Neesan no Tomaranai Monologue,"Comedy, Ecchi, School, Shounen",OVA,3,6.35,9588
5224,Persona 3 the Movie 3: Falling Down,"Action, Fantasy, Seinen, Supernatural",Movie,1,7.74,19928
5225,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,"Comedy, Kids, Supernatural",Movie,1,7.48,1034
5226,Gundam Build Fighters Try,"Action, Mecha, Sci-Fi",TV,25,7.53,17946
5227,Yamada-kun to 7-nin no Majo (OVA),"Comedy, Romance, School, Shounen",OVA,2,7.59,33816
5228,Koufuku Graffiti,"Comedy, Seinen, Slice of Life",TV,12,6.84,46093
5229,Baku Ane: Otouto Shibocchau zo! The Animation,Hentai,OVA,1,7.47,7672
5230,Date A Live Movie: Mayuri Judgment,"Harem, Romance, Sci-Fi",Movie,1,7.56,48673
5231,Ai Tenchi Muyou!,"Comedy, Sci-Fi, Shounen",TV,50,6.31,15313
5232,Mushishi Zoku Shou 2nd Season,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10,8.88,75894
5233,High School DxD BorN,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.71,192171
5234,"Ore, Twintail ni Narimasu.","Action, Comedy, Fantasy, Romance, School, Shounen",TV,12,6.76,66868
5235,Miss Monochrome: The Animation - Soccer-hen,"Comedy, Slice of Life, Sports",ONA,1,6.34,5455
5236,Yobai Suru Shichinin no Harame,"Harem, Hentai",OVA,2,6.63,1745
5237,Gakkougurashi!,"Horror, Mystery, Psychological, School, Slice of Life",TV,12,7.71,140094
5238,Imawa no Kuni no Alice (OVA),"Action, Psychological, Shounen, Supernatural, Thriller",OVA,3,7.7,18351
5239,Ansatsu Kyoushitsu (TV),"Action, Comedy, School, Shounen",TV,22,8.2,312654
5240,Mobile Suit Gundam-san,"Comedy, Mecha, Parody",TV,13,6.25,3598
5241,Inyutsu no Yakata The Animation,Hentai,OVA,1,6.52,1821
5242,Madonna: Kanjuku Body Collection,"Harem, Hentai",OVA,1,6.57,1786
5243,Girlfriend (Kari),"School, Slice of Life",TV,12,6.03,24338
5244,Juuou Mujin no Fafnir,"Fantasy, Harem, Romance, School",TV,12,6.44,59544
5245,Sidonia no Kishi: Daikyuu Wakusei Seneki,"Action, Mecha, Sci-Fi, Seinen, Space",TV,12,7.95,57665
5246,Kaitou Joker,"Adventure, Comedy, Mystery, Shounen",TV,13,6.92,6352
5247,Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,Hentai,OVA,1,6.89,1930
5248,Aoki Hagane no Arpeggio: Ars Nova DC,"Action, Sci-Fi, Seinen",Movie,1,7.58,11943
5249,Aoki Hagane no Arpeggio: Ars Nova Cadenza,"Action, Sci-Fi, Seinen",Movie,1,8.12,12353
5250,Ane Kyun!: Joshi ga Ie ni Kita!,Hentai,OVA,1,6.64,2696
5251,Furueru Kuchibiru Episode 0,Hentai,OVA,1,6.74,1953
5252,Love Live! The School Idol Movie,"Music, School, Slice of Life",Movie,1,8.18,38118
5253,Akatsuki no Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",TV,24,8.23,216674
5254,Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen,"Action, Fantasy, Supernatural",Movie,1,7.75,42304
5255,Barakamon: Mijikamon,Comedy,ONA,13,6.97,18119
5256,Furifure The Animation,Hentai,OVA,1,6.37,1832
5257,Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,Music,OVA,1,6.14,1455
5258,Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.06,77774
5259,"Kono Danshi, Sekika ni Nayandemasu.","Drama, School, Shounen Ai",OVA,1,7.24,8873
5260,Trinity Seven,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural",TV,12,7.43,208796
5261,Inou-Battle wa Nichijou-kei no Naka de,"Comedy, Romance, School, Slice of Life, Supernatural",TV,12,7.34,144370
5262,Gangsta.,"Action, Drama, Seinen",TV,12,7.5,210752
5263,Akame ga Kill! Theater,Comedy,ONA,24,6.78,26852
5264,Kuusen Madoushi Kouhosei no Kyoukan,"Action, Drama, Fantasy, Magic, School",TV,12,6.57,81870
5265,Haikyuu!! OVA,"Shounen, Sports",OVA,2,7.93,30063
5266,Diamond no Ace OVA,"Comedy, School, Shounen, Sports",OVA,3,7.72,7376
5267,Rance 01: Hikari wo Motomete The Animation,"Fantasy, Hentai, Magic",OVA,4,7.61,6158
5268,Dragon Ball Z Movie 15: Fukkatsu no F,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,7.55,41051
5269,Absolute Duo,"Action, Ecchi, Harem, Romance, School, Supernatural",TV,12,6.78,168811
5270,Isuca,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",TV,10,6.17,63638
5271,Chain Chronicle: Short Animation,"Action, Adventure, Fantasy, Magic, Shounen",OVA,8,6.17,2814
5272,Brothers Conflict OVA,"Harem, Romance, Shoujo",OVA,2,7,10286
5273,Avengers Confidential: Black Widow to Punisher,"Action, Sci-Fi, Seinen",Movie,1,6.59,1742
5274,Magic Kaito 1412,"Adventure, Comedy, Romance, Shounen",TV,24,7.95,43545
5275,Yuuki Yuuna wa Yuusha de Aru,"Drama, Fantasy, Magic, Slice of Life",TV,12,7.52,59192
5276,Junjou Romantica 3,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.16,39866
5277,Boy Meets Harem The Animation,"Harem, Hentai",OVA,1,7.2,4566
5278,Niku Mesu R30: Nikuyoku ni Ochita Mesu-tachi The Animation,Hentai,OVA,1,6.28,1242
5279,Kamisama Hajimemashita◎,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,12,8.28,91796
5280,Digimon Adventure tri. 1: Saikai,"Action, Adventure, Comedy, Drama",Movie,1,7.66,58274
5281,Hyakka Ryouran: Samurai After,"Ecchi, Harem",OVA,2,6.8,9014
5282,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,"Comedy, Drama, Slice of Life",Movie,1,7.69,4467
5283,Cross Ange: Tenshi to Ryuu no Rondo,"Action, Mecha, Sci-Fi",TV,25,7.47,75807
5284,Yowamushi Pedal: Re:RIDE,"Drama, Shounen, Sports",Movie,1,7.48,4749
5285,Shingeki no Kyojin: Kuinaki Sentaku,"Action, Fantasy, Shoujo, Supernatural",OVA,2,8.45,92543
5286,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,"Drama, Josei",OVA,2,7.6,3208
5287,Pokemon the Movie XY: Ring no Choumajin Hoopa,"Adventure, Fantasy, Kids",Movie,1,6.94,7636
5288,Shirobako,"Comedy, Drama",TV,24,8.49,146895
5289,Bonjour♪Koiaji Pâtisserie,"Comedy, Harem, Romance, Shoujo, Slice of Life",ONA,24,6.35,22127
5290,PriPara Movie: Mi~nna Atsumare! Prism☆Tours,"Music, Shoujo",Movie,1,6.81,803
5291,Re-Kan!,"Comedy, School, Seinen, Supernatural",TV,13,6.83,37544
5292,Rolling☆Girls,"Action, Adventure, Slice of Life, Super Power",TV,12,6.66,48310
5293,"Wake Up, Girl Zoo!",Comedy,ONA,10,6.07,3308
5294,Demonion: Gaiden,Hentai,OVA,2,6.56,2345
5295,Working!!!,"Comedy, Romance, Slice of Life",TV,13,8.18,80763
5296,Glass no Hana to Kowasu Sekai,Sci-Fi,Movie,1,6.97,17105
5297,Oppai Gakuen Marching Band-bu!,Hentai,OVA,1,6.92,2364
5298,Mahou Shoujo Lyrical Nanoha ViVid,"Action, Adventure, Magic",TV,12,6.81,11952
5299,Bishoujo Mobage: Mobami-chan,Fantasy,ONA,1,5.68,763
5300,Minna Atsumare! Falcom Gakuen SC,"Comedy, Parody, School, Seinen",TV,12,6.09,1366
5301,Haiyore! Nyaruko-san F,"Comedy, Parody, Romance, Sci-Fi",OVA,1,7.67,19620
5302,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.6,93657
5303,Fate/kaleid liner Prisma☆Illya 2wei! OVA,"Comedy, Ecchi, Fantasy, Magic",OVA,1,7.18,14351
5304,Samurai Hormone The Animation,Hentai,OVA,1,6.2,1433
5305,Military!,"Comedy, Ecchi, Military, Seinen, Slice of Life",TV,12,5.91,19761
5306,Seitokai Yakuindomo* OVA,"Comedy, School, Shounen, Slice of Life",OVA,6,8.05,26361
5307,Yuri Kuma Arashi,"Drama, Fantasy, Psychological, School, Seinen, Shoujo Ai",TV,12,7.19,48549
5308,Ikkitousen: Extravaganza Epoch,"Action, Ecchi, Martial Arts, School, Seinen, Super Power",OVA,2,6.81,4711
5309,Owari no Seraph,"Action, Drama, Shounen, Supernatural, Vampire",TV,12,7.65,315630
5310,Danna ga Nani wo Itteiru ka Wakaranai Ken,"Comedy, Seinen, Slice of Life",TV,13,7.55,122271
